clean_text,sentiment
experiencing pain paginating aspnet listview control,negative
fuming ebay purchase gone bad outta nothing show,negative
december thats like year away,neutral
got fight pavement think poor little knee,negative
think thats pretty awesome could quote lotrrotk one summer but cant anymore,positive
lonely gosforth gallery but excited meal six followed antony johnson tonight woohoo,positive
omg finished history childrens book need make pretty print im done whoo,neutral
could make philadelphia year would but sadly not,negative
thanks ill check,positive
less itunes tuned,neutral
buenos dia mundo de twitter eating bfast watching sex fire video b go work,neutral
got home errrr vluna hospital far,negative
yay moment today yay hope,positive
happy even make laundry wonderful,positive
home sick,negative
busy already,neutral
not watching star trek tonight but heading lovely dinner fun board game night,positive
whataburger closing location but tally harsh might transfer school,negative
hello twitting world best buddy bbq but untill jay z spotify,positive
shes cute shes sleepy,positive
finished new moon day maybe less im quite proud want lend eclipse haha,neutral
sent message,neutral
posted pic college myspace,neutral
hey oj want ask hooked somebody ayt,neutral
jealous mom talking want see twittering making miss,negative
oh p since already probably say happy mother day mom mother,positive
,neutral
nose chapped yuck,negative
uuu din nou pr yeey epenis bigger,neutral
world happiest place denmark finland netherlands,positive
finally someone recognizes genius,positive
truss failing,negative
bah yoube made hungry,negative
saw performance ellen show behind australia amazing wonderful voice,positive
weekend completely different last weekend,neutral
ok im complete insomniac moment amalmost im still awake hate cant stop thinking mornin,positive
adorable,positive
go campos missendon road newtown ask ben discover great coffee,positive
theyre bottom thing arent moving feel bad man,negative
movie awesome,positive
hello sooo awesome dont ever stop haha make fall chair laughing x,positive
aimiloveshawniedur,neutral
sorry really suck,negative
crappy day,negative
sent u dmshollaback,neutral
elora danan breaking im missing last nsw show def need hit melbs someone come,negative
actually woke going attempt see natalyy,neutral
carter cant see say video private,neutral
cry tuesday co find economics offically cry subject lol,negative
listening jubey snoring phone hehe goodnight,positive
sunday morning,neutral
burst bubble,neutral
god need revise today im lazy,negative
ok know nearly pm but made want ice cream cant get italian stuff though,neutral
help not sure im alllll way haha but try alot free time right haha,positive
actually feeling awake today,neutral
work yay,positive
kyneton breakfast morning slow living noice beautiful sunny autumn day drove back melb via daylesford,positive
im jdubb funky jobi guess neglected,negative
stopped coffee maryland rest area least five entire middle school luck,neutral
homework going bed leave tomorrow morning work wont till,neutral
miss way much cnt stop thinking nite nite folkkz,negative
happy mother day,positive
laptop handed master getting back next weekend finger crossed let know,neutral
baaaaaaaah there mega cockroach kitchen no one kill heeeeelp haha retarded cat no help,negative
cuppa chilling lovebank holiday monday,positive
im dead bored but also dead poor student life piss take,negative
bad day,negative
thanks give star,positive
im fine thx day took advantage tired waiting see pic read blog,positive
not groom think ill die old maid lol,negative
whoa rad coffee make stay night,neutral
shoot ron torey lot fun,positive
omg im soo excited ive waiting ever since saw th one midnight night,positive
trying baby dont want soda addiction problem quit still sad craving though,negative
dennys mike pat jessie,neutral
hey split rock id know llama anywhere,neutral
somewhere within temptation returned mysefl keep working hard till june,negative
fun day boo short but fun,positive
jean awessomee cut hurrr give massage orr alkie foodtour yeaaah ill pray ur cousin,positive
ahhhcant onewill la vega weekend,negative
ima goodgirl im not takin advantage,positive
find today first kiss,neutral
escobar people seem getting pretty quick guy didnt seem care,neutral
miss mr,negative
haha yea working chillin eastbay unlike u dont get summer break boo,neutral
bug cod system link map pack isnt working,negative
ive busy chained laptop ill webcom wed afternoon likely yul blog see,neutral
good morning good luck belive,positive
rip sammie cat,neutral
dart party parentals neighbor,neutral
research article,neutral
god created man also believed created million people get ya laff,negative
aright twitter fam guess ima outties gon na try n sleep horrible pain,negative
pixy number give energy rush playing festival close june but work wont go,positive
hut face hammer earlier accident obviously hurt,negative
swine flu robina gold coast,neutral
im bored musiicbox,negative
nice time plenty dream,positive
check guy rock one,positive
love love love silverstein work tomorrow boo,positive
missing shotgun match guilted going store wife,negative
haha sorry whole like two people follows,negative
tried dming but tried download strange file stopped come no gmail maccym missing sads,negative
shot still alive,neutral
going crazy super head ach hell law ben since morning ahhhh,negative
hear name thanks ankit get parlour,positive
playing new d lite love,positive
sad tanner wasnt invited panther development camp year poor glassers but calla good,negative
recovering hard day homeschooling dd chemistry not go well,neutral
said whale mother mother ok,neutral
im full subway bomb waiting nd shift start,positive
lol sound like dont call babe done thought,neutral
try installing twibble java based app work phone,neutral
car broken,negative
grandpa called want know hat plan return,neutral
loca thank babe doin evening,positive
soo bored lovley day outside but nuttin,neutral
yogini mysoles sooo jealous good way course lc awesome,positive
eat cap,neutral
noooo poor se,negative
peanut butter soup amazing everything else soup higher form amazing,positive
nina lap but decided jump,neutral
going away partyyy come,neutral
sick like day,negative
not sleeping paperwork,neutral
today will first baseball game go bat,neutral
but reality must survive doesnt kill make stronger palante lore,positive
sorry forgot,negative
edward hope,positive
id like put fruity article website youll permit,positive
feel kind not well right,negative
know im changin,neutral
come hang wif meeee,neutral
wellas long tree yeh definately need go find one maybe crutch tho p,neutral
wide awake wishing wasnt nightshift routine got turned job nashville oh well,negative
tonight northland newscenter kick week long look great summer getaway northland dont miss,positive
alright back twitter decompression happy monday folk whats good word,positive
fish finger potato croquette would love baked bean but tend hurt,neutral
lol hopefully itll happen like next timee near new album,neutral
ani sorry,negative
booey doesnt make pitch,negative
missed britain got talent gutted,negative
wish would tweet followed,neutral
cant believe stay latewaking work tminus hour,negative
im going kill person went manchester only kidding dont want police door,negative
thing anybody covering dave haha dont like people messing perfect music,negative
checked worked sorry,neutral
no sleeping im work summer break soon tell get butt bed lol,neutral
watchin lose man day wiv mum lol,neutral
getting dinner ready not much going life seems,negative
ah lovely day bike ride cake making rooting revising best x,positive
oh no macbook hard disk died,negative
gm thats plan,neutral
but theyre hungryyyyyy,neutral
went meet may b hangin hittin club bar car hold lol p,neutral
okay no driving know know correct say,positive
tummy kinda hurt,negative
hope morning show doesnt get cancelled,positive
youre welcome tila love wish could heard,positive
white wine reminds vinegar,neutral
day go freedom xams,negative
nursing sick guniea pig back health cat jealous,negative
going bed goodnight x,positive
enjoy springsteen im seeing glastonbury june give u report get back,positive
friend coming tonight hopefully weather stay nice,positive
im drawning email,neutral
hip wide rock mario kart short bone structure year old boy,neutral
yay go wyattt totally amazing im happy yay,positive
standing open hand know cant alone hold hold baby hold ongeeez,neutral
mine,positive
shut line removed locker scene bet could recite speech easily dare,neutral
poker night instead kate voegele guess itll,neutral
joe shirt concer chilee hahaha big rob wasnt,neutral
thanks gourmetcook but cold shower wouldnt help,negative
leiiin play introoo,neutral
said mentioned bear fun p bear like peanut butter,positive
ill probably better photo later today took pick big camera camera phone blury camera,neutral
miss dog ripbatman yeah batman really hope dog go heaven true,negative
yes babe youre welcome,positive
sign twitter,neutral
im youbeen till last night,positive
wow thats one deep sleep wish could sleep like one little noise im awake,positive
tying run nd let hold em raider,negative
tram booked im arriving medan th june hour,neutral
looking window depressing beautiful,neutral
sadly stanley steemer number,negative
youtube account,negative
finished watching masterchef surprisingly perhaps good,positive
stressed sad pugsly missing hope he okay stuck otrip cant look someone post pic fb,negative
never usa would great cruisetour next year whatever gon na blast,positive
kind glad never started king one less thing upset,neutral
trouser damp,negative
note twoloers neva stay candlelight suite shower slow toilet sux bed tiny,negative
depressed wasnt included morcom garden quiz facebook,negative
cn gt twit frm u pls hva gr shw nyt,positive
mom watched new video actually lol love xoxo,positive
watched bone finale last night uk rocked oh much missed zack freakin awesome,positive
new friend called shame,negative
tokyo table,neutral
whats wrong dressing fifty fashion,neutral
aww sad stupid crapped phone deciding would go screw never work arghhh,negative
awesome sunday service god jesus praying man,positive
want hear voice,neutral
cool no wonder didnt sleep much,positive
add dunkin donut menu,neutral
im not sure btw yay wicked ticket thats awesome going,positive
missin boo,negative
trying get used twitter cold,neutral
seen doctor today everything fine might go ultrasound scan precaution,positive
luckiest girl world,positive
first make lost time jelly jalan jalan u rollerblading pumpkin happeh,neutral
saying goodbye year shes awesome helping fit team veritas,positive
toy advanced load carrying system lowcost man outdoor shelter didnt get wolverine glove,neutral
lovely walk morning missus drizzle didnt matter,positive
make see people replying people only follower would never reply back,negative
home go sleep goodnight twitter world,positive
no warm isnt arm sore bad time face little red,negative
oh snap kinda nut right ive told least thanks babe,positive
waving wan na come get diablo barked much til made sick,negative
went run sinus pissing,negative
new twitter need studying,neutral
today,neutral
hitting street hour living lexington homeless no foodno bedno problem no facebook twitter pray u,negative
im hungry want scrambled egg grandma always make perfect scrambled egg mum suck ill go make,neutral
heyy deleted myspace account cause link side bar wont work say deleted wb ily,neutral
yeah r im going concert end month,neutral
okay,neutral
oh dear gareths bday moro girlfriend abroad lucky niamh coming home moro poor gareth listen talk day,neutral
im good thanks sorry lil busy moment,positive
knock playing nowagain cna day get better love r u missed u,neutral
internet stopped working right middle quantum leap grr,negative
please dont,neutral
whats wrong,negative
glad sam good mood,positive
tummy hurt,negative
chillin,positive
indeed much fail,negative
ill follow friday little later onim busy taking lady job,neutral
less min lost follower,neutral
nah honest im not drinker would rather protein shake go run lol,neutral
hey guy planning cal headlining show around time blink tour dont get irvine,neutral
want shut really hate living step dad cant wait move,negative
uploading photo facebook friendster myspace later,neutral
playing cool new website hopefully ready soon,positive
momnot aunt haha uncle adopted diff adoptive story want chat sometime lmk,neutral
finally effing internet effin need update wifi sg mall idk miss dada craigie,negative
,neutral
still upppp lol work less hour,neutral
no want but couple people said wasnt good,neutral
happy mother day sure say mum,positive
story life,neutral
storm acting excited discussion session regarding social medium scott lake ceo thinksm attending,negative
talked anthony rapp face face,neutral
ill also fix itunes bliptv change url since thats part rss feed,neutral
well sure hope,neutral
fun night tonight house look purrrty tomorrow kid come home,positive
oh yea feel really feckin tired today,negative
nothing right,neutral
look like horse sam club card picture couldnt find hair brush hahaha possibly getting noah tomorrow,neutral
stuck huge traffic jam,negative
pax suck,negative
cool only could call phone wont let calll number,positive
think might get today throat killing feel like lung,negative
moveout fun thank vt student working make vt best possibly,positive
barry gibb talk show,neutral
yikes poor girl bgt quite hard watch,negative
back kind messed strudel going live another town move im going miss little runt,negative
alive but work finish sun,neutral
omg himym one best show earth,positive
add myspace pcfopc,neutral
maaaaaan lovely day shame icecream man near workplace decided business elsewhere got,neutral
im proud solange,positive
wrk gtta come back tonite,neutral
craving king sized snicker,neutral
one coloured one leg butterfly filled colour x,neutral
okay want screamidk one doc done day weekrrrrr,neutral
kid not eat salad getting crisp only salad mr make bloody,negative
ooooo wasam using iphone version use web sometimes twidget mac,neutral
no betta nest think despite heater get chilly night,negative
aw im glad would one,positive
oh still hasnt got around starting,neutral
lol dood love miss,neutral
yay joy department,positive
bamboojade green,neutral
lesterpitcher red sox,neutral
happppppyyyy mothersdayyyyyyyyy mummy best,positive
ohhhhh miss brunch,negative
well not think getting call anytime soon painting nail,neutral
im metsies fan also boo hoo,positive
enjoying afternoon tea friend cake delicacy equal sweet time,positive
hey guy group people belong pune institute compute technology college pune via,neutral
realllllllllly said didnt,neutral
gday thanx following,positive
gon na miss nanna bampa going lake disdrict omg got disney channel miss baby matt love x mitchel,neutral
miley cyrus great actress,positive
home jack cant say im happy either,negative
whats not much listening music im tx,neutral
sweetye hope,positive
steve aoki sorry may b nxt time,negative
might guessed crafty lady like would laminator mine cheap one but worked brilliantly,neutral
well actually larin name model besides sleeping crawling etc,neutral
supposed visiting austin sunthursbut not feeling well since vaca wouldve said hello sure,negative
tell,neutral
sittin fireyes,neutral
omg trying fix pic but not working ugh also mom wont let sleep sanzz bad day,negative
grandma place mum celebrating mother day generation th come,positive
whole whole addiction talk brother ladyi broke couldnt help but cry,negative
waaaa ran machine problem yeah,neutral
onfire think letitia still trying upload digital problem sure let u know,negative
wish could go driveor movie storei wan na alone,negative
sitting nathan eddie brenden chilling haha great day love life,positive
doesnt feel like friday,neutral
ahahaha okay deal only snuff hermione,neutral
something wrong im tired barely keep eye open yet ive done last hr toss turn bed,negative
sooo hard truck fish please,negative
blue chauffeur kind wonderful idea perfect woman,positive
bummer missed taylor swift today show only plan day,negative
correctiona hot coco nkotb cup sweety,positive
nah could use hug three but even option mile away,neutral
im not looking forward crazy commute come everything thats going,neutral
instantmessaging two favourite conversation guy,positive
follow friday bc need follower,neutral
starting get whole twitter thing,neutral
still waiting email max consider no news bad news,negative
he zuljin think thats spell doubt theyll ever meet,neutral
lounge hoursand not productive upps time go,negative
nat im going miss badly,negative
didnt get lot sleep last night good thing reading,positive
dyed hair back super black,neutral
aint blanco eitheryo puerto rican mamiyo show muy amor yi tubut yo no se,neutral
vote wont let say closed vote category wan na vote,neutral
ever come sf bay area preform feel left,negative
holden must admit though part didnt want get wouldnt put,neutral
happy star war day,positive
hello lovely follower love peace house lolz need weather,positive
bill good morning,positive
no but poor week,negative
getting dressed go grannysanother day twitting,neutral
geoff posted boo coming home tenerife boo,neutral
one tampa ive excited hunt but im far city,neutral
thank much im behind still half,positive
cont told love bean toast cute,positive
early,negative
joined facebook,neutral
trying find friend not luck,negative
omgggggggggg cant belive happened friend know missed thats not nice,negative
gah headache hell reminds lovely wife go often,neutral
got skyfire firts impression look good but little memory hungry ageing htc tytn,neutral
aww im sorry boy sick ill keep finger crossed no tail lol stay well youself get better boy,neutral
swimming no go,negative
mall worked turned depressing place,negative
going movie clancy,neutral
im going fafsa form today hope help ann arbor detroit metro area computer art design,neutral
food house sugar ant,neutral
understanding would require taking paragraph context but para could lead opting every class,neutral
finally mastered art uploading photo said twitter no longer assume im heffer,neutral
im stupid star war day may th,neutral
would scratching head toooo,neutral
missing youhoping talk soonim happy youre mine though no idea,positive
im staying youre not talking hehe,neutral
yes lenovo finally arrived,positive
ok thank,positive
want somebody hold alma tear tear,negative
normal hour give interested twitter friend glimpse topic near dear u,neutral
brake time nothing lunch tonite,neutral
,neutral
dont like thing getting confused seems happening alot lately,negative
livin large huh ive got hammockno tree hang,neutral
spring cleaning episode really,neutral
waiting someone sm week nearly month,neutral
happy mother day,positive
got math s only,neutral
ooooh thats pretty jen im sure shell love,positive
hello,neutral
cant mean without,negative
tired work today,negative
kfc,neutral
threequarters believe not finish tonight blame errand certain loud bookstore,neutral
bored tired got headache,negative
finishing washing dish,neutral
hope happy mother day,positive
much summer hopefully come favor nothing cancelled worked hard,positive
word liana corber moreover wiaih humbling experience surprisingly decent night,positive
let guess ran mile respect dude cant maybe train,positive
okay people fones charged,neutral
genius look good bret lov cancelled concert france ready men,positive
evening yorkshire warm but overcast hows nz dont tell dark lol,neutral
going see hannah montana movielolwhat dork huh,neutral
havent heard anything negative yet former manager used tell theyre quiet happy,positive
im gon na havta temp stop fllwing u ur talkin abt kobe bc loveeeeeeee im taking personal like lebron,positive
star trek not disappoint star,positive
thanks sympathy wasnt bad hour ago started thinking appointment tomorrow,positive
know finally got component cable p day instead playing pfes played oot,positive
good morning chairman board living thing,positive
cold nearly gone yayness grey anatomy tonight double yay,positive
blue lol,neutral
wondering earth new tool,positive
wah fav whattaburger location closing st good thing im moving monfri wont,neutral
silly wendy know dont speak french hour study ride begin,neutral
happy mother day mother motherstobe mom getting special gift today,positive
rose city siren uber cool last night wish could stayed longer,positive
starving chem quiz due noon,negative
hungry fool ill probably never see krispy kreme enjoy closing,neutral
dad want computer id best taking lapitytopity mac specialist tomorrow hopefully make teh owwie go awayz,positive
weebo dying,negative
getting ready go find new suit sunday time,neutral
chipotle line door but really want,neutral
great cover,positive
u follow please,neutral
im sure mr follow get comfortable new computer may,neutral
hmm go make time machine go forward god im genius oh yeh dont no x,neutral
lol ive realised ive sending message meant page doesnt exist,neutral
im way,neutral
blatently fault shoving bag said no felt much tricked,negative
try pei wei closed cant try,neutral
likee lott lott think really hot hot good night,positive
made want taco bell sara oh well im going go change jammies,neutral
dont think ill ever one,neutral
pier shouldnt buzzed little girl singing,negative
sigh only problem though need call stooopid lime aka cable wireless reconnect interent day without net sads,negative
rejecting food substance,negative
decided no matter good hair look curly doesnt justify burn get curler hand covered suck,neutral
may th happy star war day twirp rofl,positive
cant wait see pls come back iowa isnt theatre,positive
hey polka dot black dress glam mobile twitter bit mo,neutral
need food took hour get work morning leaving no time get morning coffee bagel,neutral
happy mother dayyy,positive
whyyyy,neutral
super but caught cold plane not far forward line id like but extra sleep dearly needed,neutral
phone w chantellie,neutral
divadee teehee im glad entertain ye,positive
going work amazing charity event big brother big sister dont mind working good cause,positive
har har everywhere via,neutral
time get work im already starting day bad missed screening morning el capitan,negative
think parent trap high school musical,neutral
woke upfeelin lil better,positive
thanks,positive
starting spoil pug since brother max passed away tuesday miss,negative
place boo dual voice challenge challenging,neutral
prolly e cant think anything else im unfortunately not singtel customer,negative
chemical romance official sodahead profile,neutral
miss th,neutral
wow crazy night ever changing emotion liked tho,positive
morningi woke watch today show rocked girl wish could close but far away,neutral
unlike po oakland hated,negative
poor boy cry sad,negative
bos called anerexic,negative
tataindicom not good tatasky airtel broadband better,positive
home whoott happy mother day madre,positive
finally started serious revision completed english bg mock,neutral
oh great hope youll blast,positive
feel like im house arrest,negative
need cheering,neutral
joan legend cant wait apprentice finale im addicted think need rehab lol tweet later xoxo,positive
really miss phone cant wait till new one come,negative
pleasure wary girlie marshmallow lol might saved life lol,positive
dinnerbuffalo burger provolone cheese melted top beefsteak tomato spinach divine pic facebook come,neutral
bummer bro sorry hear,negative
vote mr twitter universe im bit stuck,negative
got little scare tonight couldnt fall back sleep started working digital imaging project looking good,neutral
sitting bed thinking,neutral
attending cics parent orientation tomorrowneed wake early,neutral
pacman pic,neutral
crazy time nothing ashamed timid osocute bashfulness,neutral
haha nice fun doll hopefully ill see ya soon miss ur face,positive
beautiful bride youre gon na love married life absolutely rock congrats,positive
doll yes live milwaukee would love attend closing talk,positive
thats good keep guy would love come visit sonetime,positive
met sarah kelly wow amazing woman god gave free tshirt got ta love free merch,positive
said ill think try,neutral
not wink,neutral
got work,neutral
poor dear fellow maven gym belong peac,negative
ugh waiting visitor pas get post taking forever,negative
carol vorderman cancelled interivew no proof nonbeliever,negative
awe thanks,positive
really want shish kebab going settle toast,neutral
feel funny hmmp better amazing day not love know sammy rovin got text tweet,positive
calandercalendar collander bahaha part hilarious course whole thing hilarious,positive
demi pretty youre bang everything look grown picture liked bang,positive
computer slooowww morning think sign go home play yard,neutral
lonestar pitcher only wasnt still recovering last weekend bout irresponsible gluten consumption,negative
back soooooo hurting,negative
take mmm definitely,neutral
beli haha yeah u oh well there always next yr chin princess hehe,neutral
hi nick really like serie jonas awesome see soon concert kiss marta,positive
got three grade far math b acctb bio good time sad math grade though,neutral
urm ouch suck need crutch happened hope getfeel better soonest,neutral
omg day till st state exam,neutral
sick but ians coming good,neutral
hug hug hug im glad youre feeling better,positive
rain rain rain wow actually love rain,positive
guinness got new toy mom dad house hooray free stuff,positive
but date script thats really bad midway thru pitch catch get butthurt storm loss,negative
hahaha funnyy,positive
yep open sunday hour tho,neutral
lolwellhope find someone give massage wish could but im half world away lol,positive
whopee tgif fun job,positive
vmas guess also wan na go london june demi lovato concert but no one going,negative
may th today round weekend one session happy th yall fintster,positive
man baby dried,negative
,neutral
read perhaps background apps,neutral
god im suffering greatly no hair sitting blazing sunshine v v bad sunburn,negative
dope background,positive
awww leave shes ace shes one fav actress,neutral
hell hair not fall constantly,negative
chatted old schoolmate awww miss highschool,negative
rentaphone yesy,neutral
applying part time job lmao hopefully someone need help ap,positive
roommate sssnoring throat dry,negative
sick wife bday double,negative
england x,neutral
unfort cant dm bc ur not following,neutral
working late night dell notebook dell quality gone hill warrenty service suck poor people buy mac instead,negative
want candy,neutral
varsity fanclub never,neutral
hahaaaha,neutral
bout take shower cold shower,neutral
watched marley cute movie going watch twilight soon love,positive
sorry running uncle terry but wasnt living potential expecting next return,negative
dammit hulu desktop totally screwed ability talk particular port one dev server cant watch code,negative
flypside goodi must creat presentation english guy,positive
work work work,neutral
requested date guest honour,neutral
writersthey make wonderwhy foisting little pipe dream story head onto people like writing,neutral
im sowwy suck know ive yay half day though,negative
miss,negative
gable apartment corporate nice,positive
finally reunited hunny bunny day b leaf another week away work night,positive
sometimes twitter make feel like outsider,negative
hey wahts happening didnt coffee two day,neutral
nature called brb,neutral
hallelujah ive finally finished career assignment feeling finishing task great no idea maybe lol,positive
think wearing bermuda cinema wasnt good idea but outside humid like cwazy,negative
new twitter,neutral
love mindy favorite employee,positive
sad going miss dream team party but didnt rsvp time,negative
christie keep faith itll soon,neutral
headed home dad duty tonight might take kid course although boy took last night chipping contest,neutral
leaving sf soon might cry,neutral
man great sense humour venky pachad,positive
oh sorry hear sad,negative
happy sunday work,positive
aww bless give chance,positive
crowntown think may meet let get ready ill let know,neutral
goin bed,neutral
im not goin way til bdix get but swimming tomorrow,neutral
thank god didnt go,neutral
california sunny but not make kinda sad,negative
new picture wont upload,negative
boyfriend,neutral
an lionkicked dog,negative
walking water annapolis froyo no shoe,neutral
two hour im setting mile drive home mostly im hoping go quickly,positive
phelps hello michael nice day,positive
friday dont job weekend,neutral
love,positive
got overexcited pizza burned mouth,negative
thank blast,positive
dont close library due great weather ac isnt working,positive
obsession lol but only gon na water prob cold heck,negative
disembarking tswassen saw pod killer whale id finished pointing id never seen bc killer whale,neutral
easy happy mother day great mom,positive
tgi friday favorite people ever made reservation like people hahah,positive
love tweet sweet,positive
smell cake but dont see cake oven,neutral
queen losing thing important thing like keycard bus pass,neutral
greg nooooo leave u shud gone throooooooooooooo im gon na find u restaurant dont worry lol cry cry cry,negative
going strange weekend probably srtarting working til midnight tonight,negative
hurt bring joy see cry know love anything yet u break heart everyday,positive
year old zebra wind lol,neutral
stupid playstation stupid controller dont work cant play kingdom heart,negative
people dont appreciate nature sad lil dude survive,negative
ugly programme open,negative
would panic little maybe read orbitron gym like dowhen else fails,negative
called didnt get nest time sure maybe ill come la soon hella wana go disneyland,neutral
much pm dont think im going get done,negative
love alex pardee colour picturs differnt,positive
gooooood morning,positive
goodnight twitterverse,positive
nick,neutral
hospital uncle surgury heart attack,negative
see guess must lot hawk fan texas twitter,neutral
thats okur good person idol soo good people deserve sum good commentshows weather ovum der london cold,positive
eating maccies,neutral
constantly looking clockkkcome pm,neutral
yup sad eh betty man betty,negative
well yeah but mom doesnt wan na drive way sac far away,neutral
im back sooper dooper extra bharia extra dhumchik two day stay mom place yay fun fun feelin,positive
havent worked long time but kinda miss miss anna seen ill prob slo summer,negative
im going jordan jeffs wedding next weekend atl,neutral
ew tongue kiss,neutral
beautiful day ocracoke hope thunderstorm stay away afternoonits not looking good,negative
get worse every year worst oh month today,negative
walmart opening first store amritsar tomorrow placesthe horrorhoping limited wholesale,positive
yay dad agreed pay tuition equipment yipee not till nxt jan tho,positive
bet black planet lol didnt problem but ugly,neutral
booked appointment give blood pm nd june scared,negative
want see goaudio someone take please daysl,neutral
chillin im bit bored boohoo,neutral
miss,negative
everyone keep checking demistylesourcecomnew update coming soon,neutral
sad rat becoming aggressive guinea pig seperate,negative
great sunbathing garden afternoon ill watching ado see win important match tv,positive
daddy leftwithout,negative
love pouring rain still want go,positive
chillin loooonnnggg day basketball hella tired sleepy time zzzz,negative
ill try sort fabric todaybeen busy bee,neutral
im really happyand drunk but really happy,positive
got kansa city excited fun weekend family si parker josh,positive
tom graduated today,neutral
got back home bored,neutral
hmm sorry went mia,negative
hell youtube not working no no no no no no no nno no,negative
word live,neutral
well couldnt get real clear shot but ive got best couldsilly people walking admitting er,positive
dw never,neutral
didnt get joke,negative
yeah time film slr sits quietly ignored time step,negative
wheres love,neutral
theyre getting back together one album heard,neutral
normal shuck sorry sometimes get wrapped fb forget check doin,negative
missed announcement something flow concert anyone fill,neutral
happy mama day mama,positive
design allright looking forward,positive
hug worst mine used really bad first daysometimes cant even get bed,negative
yes new one adore though doesnt love vincent,neutral
sorry love no left over but come sat mi casa ton birthday well ton food,negative
much fun j family happy bday beautiful aunt,positive
ohhh regal mancat but blocked,negative
ouch,neutral
tgif gorgeous day reno today im stuck inside,neutral
not light concern lol stay safe,neutral
leave calcuttadelhilucknow tomorrow day absence,neutral
hike wood four little kid couldnt exhausting right wrong lol try downright masochistic,neutral
love baby see im cool,positive
really gutwrenching sad,negative
im jump bridge not really but want vote tell fix day need win,positive
week awful,negative
deleted lott facebook friend ask friend want not idgaf,negative
lol yeah forgot tweetdeck status funny,positive
today sad day tucson shall miss sour cream apple pie fondue separate seating group dog,negative
hey old writing avoidance write continuous flow non stop minstrick use loosen gremlin,neutral
not funny wont jump,negative
sound like great idea wish could make,positive
yes addicted half twitter friend update,neutral
ive spent lazy day today finding interesting people follow reinforced saying take sort people,neutral
would fun much not enough time money,neutral
aw sad leave tokyo come backplease,negative
stupid hand flop nut low top pair but guy also low flush quartered,negative
awe got ta go mom command sleep already,negative
clay aiken get autograph,neutral
morning chip loved new html format ezine,positive
real wtf,negative
welcome back school dont study hard take time smell rose,neutral
long todo list little desire,negative
bed nighty night everyone,neutral
done packing everything else leaving hour,neutral
bandoni ok see da climbing,neutral
workyy trying get point smile linman tonight,neutral
think today shall listen gary numan starting remixes,neutral
well send email pick fave cake ice cream flavor cup part belgian chocolate,neutral
know awful but never fear ive got load fund drunken catch postexams ja,neutral
finish sketch und go skate yeeeehaaa got new deck,neutral
download backseat goodbye latest album free,neutral
take youre not fan,negative
no follower,neutral
wow sharing long list,neutral
hubby need vacation thank god leaving myrtle beach week,positive
watched favorite movie walk remember romantic sad love,neutral
sad baby make angsty writing,negative
dude awesome,positive
fantastic love thing krautrock,positive
went see wolverine husband work today pretty good,positive
patio weather kirkland also launchyerboat weather except im missing boat part,negative
got hour ago not yet,neutral
im incredibly happy person energy love dance laughthe only thing knowim one earth ppl,positive
lovely walk dog dark but nice walk though hehe x,positive
hehe hate cold totaly annoying,negative
lol blipfm not twitter hate song btw,negative
thanks jon appreciate,positive
get wisdom teeth pulled,neutral
way work im runnin late im sooooo tired,negative
trying plan huge birthday party,neutral
ipod came back visit cali china alaskabut home im work,neutral
may th,neutral
embossers expensive get one cheap trying save papersource order go tonight sry bank account,neutral
sometimes feel pathetic going bed early oh well totally get clam chowder tomorrow,negative
good morning twiggas twitch getcha motivation,positive
hahayeahth maylolim greeting advance haha,positive
listening litle hyperbirdies terrorizing world since let cook em,negative
front u day waved u didnt eddie izzard,neutral
love really simple think word put twi front clever,positive
thanks hun im wearing new goldmine e big false lash but doesnt show,neutral
safe flight,positive
sly party enjoying life partying tonightmaybe,positive
ive case yeah start work tomorrow excited,positive
not problem loved idea course photo perfect,positive
not even little bit biknightual ha ha tweedeck doesnt see spelling problem bkha but love anyway,neutral
no suggesting loan deferment,positive
srsly bgt joke maaan lame ughhhh work tomorah get early,negative
told u tried but said late cause girl took ever get ready wanted meet,negative
traitor whiskey coke aphrodisiac,neutral
still working,neutral
got attic w sadie art work included good time broke head phone bad time still happy buy attic,neutral
followed compliance great watch say,positive
people txting sorry phone dead cant resurrect hopefully verizon replace ill back tonight,neutral
hehe im smiling but u still got ta make,positive
fell going house not fun,negative
awww bless indeed coming day woooo,positive
got shot arm eww,neutral
sorry missed,negative
trying blend know suck but there no harm trying,negative
going home get clothes,neutral
vote sadly no but vote log yet im gon na vote,negative
happy mother day amazing woman put u crazy demanding child thank much,positive
cooked breakfast mom happy,positive
missing ontario,neutral
follow follow simple,neutral
lip pierced minute died,neutral
thinking swine market decline but since cant say anymore,negative
admitted grandma hospital shes only last one please pray,negative
tried sleep but cant bout call tisha,negative
awesome book cant wait film enjoy dont scared x,positive
love colorful horsies,positive
morrissey cancelled,negative
check latest fb post thing want happen dont think miss,neutral
cmon people today,neutral
estep glad getting twittering,positive
hey tdukes flwd u immediately mornwhen dhmptn mentioned bit abt tattoo love hershes twitterer,positive
aww ya not showing u mum proud kid let everyone know,positive
miss nicc today,negative
oftwtr beautiful,positive
way work wish day,positive
f w demo aero wheel louder but cut like knife u hear coming passing left,neutral
discover whole new beautiful,positive
christian mobile directory running month old visit,neutral
still awake smh suck,negative
alex slammed head edge table min ago shes going nice blue bruise,negative
